"","ENSEMBL","SYMBOL","Length"
"770","ENSG00000057019","DCBLD2",11274
"772","ENSG00000057252","SOAT1",7005
"773","ENSG00000057294","PKP2",7043
"774","ENSG00000057468","MSH4",3266
"775","ENSG00000057593","F7",3795
"776","ENSG00000057608","GDI2",4033
"777","ENSG00000057657","PRDM1",6369
"778","ENSG00000057663","ATG5",3953
"779","ENSG00000057704","TMCC3",6515
"780","ENSG00000057757","PITHD1",2186
"781","ENSG00000057935","MTA3",10580
"782","ENSG00000058056","USP13",8440
"783","ENSG00000058063","ATP11B",9196
"785","ENSG00000058091","CDK14",6841
"786","ENSG00000058262","SEC61A1",4697
"787","ENSG00000058272","PPP1R12A",12490
"788","ENSG00000058335","RASGRF1",9929
"789","ENSG00000058404","CAMK2B",8159
"790","ENSG00000058453","CROCC",8871
"791","ENSG00000058600","POLR3E",9488
"792","ENSG00000058668","ATP2B4",9721
"793","ENSG00000058673","ZC3H11A",9700
"794","ENSG00000058729","RIOK2",5502
"795","ENSG00000058799","YIPF1",2075
"796","ENSG00000058804","NDC1",5135
"797","ENSG00000058866","DGKG",10978
"798","ENSG00000059122","FLYWCH1",8419
"799","ENSG00000059145","UNKL",7494
"800","ENSG00000059377","TBXAS1",6271
"801","ENSG00000059378","PARP12",6285
"802","ENSG00000059573","ALDH18A1",3766
"803","ENSG00000059588","TARBP1",7743
"804","ENSG00000059691","GATB",11757
"805","ENSG00000059728","MXD1",6351
"806","ENSG00000059758","CDK17",6547
"807","ENSG00000059769","DNAJC25",2586
"808","ENSG00000059804","SLC2A3",6159
"809","ENSG00000059915","PSD",6338
"810","ENSG00000060069","CTDP1",7415
"811","ENSG00000060138","YBX3",8610
"812","ENSG00000060140","STYK1",3424
"813","ENSG00000060237","WNK1",14370
"815","ENSG00000060339","CCAR1",6059
"816","ENSG00000060491","OGFR",4702
"817","ENSG00000060558","GNA15",2613
"818","ENSG00000060566","CREB3L3",2678
"819","ENSG00000060642","PIGV",3382
"820","ENSG00000060656","PTPRU",6682
"821","ENSG00000060688","SNRNP40",3881
"824","ENSG00000060749","QSER1",10537
"825","ENSG00000060762","MPC1",1546
"826","ENSG00000060971","ACAA1",7106
"827","ENSG00000060982","BCAT1",11775
"828","ENSG00000061273","HDAC7",9928
"829","ENSG00000061337","LZTS1",5706
"832","ENSG00000061656","SPAG4",2240
"833","ENSG00000061676","NCKAP1",22520
"834","ENSG00000061794","MRPS35",1979
"835","ENSG00000061918","GUCY1B1",3724
"836","ENSG00000061936","SFSWAP",10157
"837","ENSG00000061938","TNK2",11297
"838","ENSG00000061987","MON2",16014
"839","ENSG00000062038","CDH3",6236
"841","ENSG00000062194","GPBP1",6472
"842","ENSG00000062282","DGAT2",7905
"843","ENSG00000062370","ZNF112",3848
"844","ENSG00000062485","CS",6402
"845","ENSG00000062524","LTK",3490
"846","ENSG00000062582","MRPS24",2613
"847","ENSG00000062598","ELMO2",6598
"848","ENSG00000062650","WAPL",7280
"849","ENSG00000062716","VMP1",6916
"850","ENSG00000062725","APPBP2",9876
"851","ENSG00000062822","POLD1",4858
"852","ENSG00000063015","SEZ6",5115
"853","ENSG00000063046","EIF4B",6146
"854","ENSG00000063127","SLC6A16",3599
"855","ENSG00000063169","BICRA",7507
"856","ENSG00000063176","SPHK2",6009
"857","ENSG00000063177","RPL18",4209
"858","ENSG00000063180","CA11",2075
"859","ENSG00000063241","ISOC2",4408
"860","ENSG00000063244","U2AF2",4115
"861","ENSG00000063245","EPN1",17616
"862","ENSG00000063322","MED29",3835
"863","ENSG00000063438","AHRR",7678
"865","ENSG00000063587","ZNF275",8139
"866","ENSG00000063587","LOC105373378",8139
"867","ENSG00000063601","MTMR1",6323
"868","ENSG00000063660","GPC1",6516
"869","ENSG00000063761","ADCK1",5317
"870","ENSG00000063854","HAGH",5975
"871","ENSG00000063978","RNF4",7270
"872","ENSG00000064012","CASP8",7243
"873","ENSG00000064042","LIMCH1",10862
"874","ENSG00000064102","INTS13",3345
"875","ENSG00000064115","TM7SF3",3888
"877","ENSG00000064199","SPA17",5205
"878","ENSG00000064201","TSPAN32",3793
"881","ENSG00000064225","ST3GAL6",6288
"882","ENSG00000064270","ATP2C2",7352
"883","ENSG00000064300","NGFR",4150
"884","ENSG00000064309","CDON",10600
"885","ENSG00000064313","TAF2",6547
"886","ENSG00000064393","HIPK2",15402
"887","ENSG00000064419","TNPO3",4676
"888","ENSG00000064490","RFXANK",2503
"889","ENSG00000064545","TMEM161A",3281
"890","ENSG00000064547","LPAR2",2980
"891","ENSG00000064601","CTSA",5856
"892","ENSG00000064607","SUGP2",8468
"893","ENSG00000064651","SLC12A2",10664
"894","ENSG00000064652","SNX24",3550
"895","ENSG00000064655","EYA2",3618
"896","ENSG00000064666","CNN2",3645
"897","ENSG00000064687","ABCA7",8367
"899","ENSG00000064703","DDX20",6019
"900","ENSG00000064726","BTBD1",4169
"901","ENSG00000064763","FAR2",5411
"902","ENSG00000064787","BCAS1",8186
"903","ENSG00000064835","POU1F1",1569
"904","ENSG00000064886","CHI3L2",3295
"905","ENSG00000064932","SBNO2",6626
"906","ENSG00000064933","PMS1",5448
"907","ENSG00000064961","HMG20B",3857
"908","ENSG00000064989","CALCRL",6144
"909","ENSG00000064995","TAF11",1580
"910","ENSG00000064999","ANKS1A",6777
"911","ENSG00000065000","AP3D1",8601
"912","ENSG00000065029","ZNF76",6789
"913","ENSG00000065054","SLC9A3R2",3550
"914","ENSG00000065057","NTHL1",2430
"915","ENSG00000065060","UHRF1BP1",9908
"916","ENSG00000065135","GNAI3",27174
"917","ENSG00000065150","IPO5",9671
"918","ENSG00000065154","OAT",3388
"919","ENSG00000065183","WDR3",10275
"920","ENSG00000065243","PKN2",6897
"921","ENSG00000065268","WDR18",2357
"922","ENSG00000065308","TRAM2",6908
"923","ENSG00000065320","NTN1",6383
"925","ENSG00000065328","MCM10",5454
"926","ENSG00000065357","DGKA",10215
"927","ENSG00000065361","ERBB3",8658
"929","ENSG00000065413","ANKRD44",11665
"930","ENSG00000065427","KARS1",4065
"931","ENSG00000065457","ADAT1",4486
"932","ENSG00000065485","PDIA5",4030
"933","ENSG00000065491","TBC1D22B",3462
"934","ENSG00000065518","NDUFB4",1889
"935","ENSG00000065526","SPEN",13294
"936","ENSG00000065534","MYLK",22167
"937","ENSG00000065548","ZC3H15",3125
"938","ENSG00000065559","MAP2K4",5714
"939","ENSG00000065600","PACC1",2914
"941","ENSG00000065613","SLK",7974
"942","ENSG00000065615","CYB5R4",9635
"943","ENSG00000065618","COL17A1",6426
"944","ENSG00000065621","GSTO2",9921
"945","ENSG00000065665","SEC61A2",3916
"946","ENSG00000065675","PRKCQ",3295
"947","ENSG00000065717","TLE2",4038
"948","ENSG00000065802","ASB1",7410
"949","ENSG00000065809","FAM107B",7019
"950","ENSG00000065833","ME1",3371
"951","ENSG00000065882","TBC1D1",9032
"952","ENSG00000065883","CDK13",8921
"953","ENSG00000065911","MTHFD2",4870
"954","ENSG00000065923","SLC9A7",10033
"955","ENSG00000065970","FOXJ2",6296
"956","ENSG00000065978","YBX1",1930
"957","ENSG00000065989","PDE4A",6646
"958","ENSG00000066027","PPP2R5A",3825
"960","ENSG00000066044","ELAVL1",7063
"961","ENSG00000066056","TIE1",6694
"962","ENSG00000066084","DIP2B",10361
"963","ENSG00000066117","SMARCD1",5136
"964","ENSG00000066135","KDM4A",5172
"965","ENSG00000066136","NFYC",6068
"966","ENSG00000066185","ZMYND12",2195
"967","ENSG00000066230","SLC9A3",2783
"969","ENSG00000066279","ASPM",10938
"970","ENSG00000066294","CD84",9255
"971","ENSG00000066322","ELOVL1",2507
"972","ENSG00000066336","SPI1",2069
"974","ENSG00000066382","MPPED2",8197
"976","ENSG00000066422","ZBTB11",7416
"977","ENSG00000066427","ATXN3",28202
"978","ENSG00000066455","GOLGA5",3295
"979","ENSG00000066468","FGFR2",7486
"980","ENSG00000066557","LRRC40",2884
"981","ENSG00000066583","ISOC1",1940
"983","ENSG00000066651","TRMT11",2690
"984","ENSG00000066654","THUMPD1",5092
"985","ENSG00000066697","MSANTD3",3253
"986","ENSG00000066735","KIF26A",6756
"987","ENSG00000066739","ATG2B",14778
"988","ENSG00000066777","ARFGEF1",10964
"990","ENSG00000066827","ZFAT",8900
"991","ENSG00000066855","MTFR1",4629
"992","ENSG00000066923","STAG3",8583
"993","ENSG00000066926","FECH",4473
"994","ENSG00000066933","MYO9A",20253
"996","ENSG00000067057","PFKP",4836
"997","ENSG00000067064","IDI1",3589
"998","ENSG00000067066","SP100",12618
"999","ENSG00000067082","KLF6",6139
"1000","ENSG00000067113","PLPP1",2016
"1001","ENSG00000067141","NEO1",8117
"1002","ENSG00000067167","TRAM1",3878
"1003","ENSG00000067177","PHKA1",6350
"1004","ENSG00000067182","TNFRSF1A",4005
"1005","ENSG00000067191","CACNB1",7094
"1006","ENSG00000067208","EVI5",8276
"1007","ENSG00000067221","STOML1",10461
"1008","ENSG00000067225","PKM",8571
"1009","ENSG00000067248","DHX29",4734
"1010","ENSG00000067334","DNTTIP2",7519
"1011","ENSG00000067365","METTL22",8254
"1012","ENSG00000067369","TP53BP1",12991
"1013","ENSG00000067445","TRO",6716
"1014","ENSG00000067533","RRP15",7883
"1015","ENSG00000067560","RHOA",2582
"1016","ENSG00000067596","DHX8",9302
"1017","ENSG00000067601","PMS2P4",1060
"1018","ENSG00000067606","PRKCZ",7636
"1020","ENSG00000067704","IARS2",4165
"1021","ENSG00000067715","SYT1",6494
"1022","ENSG00000067798","NAV3",11153
"1023","ENSG00000067829","IDH3G",2717
"1024","ENSG00000067836","ROGDI",3683
"1025","ENSG00000067840","PDZD4",4341
"1027","ENSG00000067900","ROCK1",11064
"1028","ENSG00000067955","CBFB",4129
"1029","ENSG00000067992","PDK3",2695
"1030","ENSG00000068001","HYAL2",4545
"1031","ENSG00000068024","HDAC4",13368
"1032","ENSG00000068028","RASSF1",3683
"1033","ENSG00000068078","FGFR3",4834
"1034","ENSG00000068079","IFI35",1973
"1035","ENSG00000068097","HEATR6",4868
"1036","ENSG00000068120","COASY",4032
"1037","ENSG00000068137","PLEKHH3",4803
"1038","ENSG00000068305","MEF2A",6925
"1039","ENSG00000068308","OTUD5",3592
"1040","ENSG00000068323","TFE3",4283
"1041","ENSG00000068354","TBC1D25",4223
"1042","ENSG00000068366","ACSL4",6415
"1043","ENSG00000068383","INPP5A",3706
"1044","ENSG00000068394","GPKOW",1742
"1045","ENSG00000068400","GRIPAP1",6841
"1046","ENSG00000068438","FTSJ1",2872
"1047","ENSG00000068489","PRR11",4080
"1048","ENSG00000068615","REEP1",5193
"1049","ENSG00000068650","ATP11A",13733
"1050","ENSG00000068654","POLR1A",13519
"1051","ENSG00000068697","LAPTM4A",1946
"1052","ENSG00000068724","TTC7A",6949
"1053","ENSG00000068745","IP6K2",5624
"1055","ENSG00000068784","SRBD1",5045
"1056","ENSG00000068796","KIF2A",4774
"1057","ENSG00000068831","RASGRP2",6084
"1058","ENSG00000068878","PSME4",10241
"1059","ENSG00000068885","IFT80",7175
"1060","ENSG00000068903","SIRT2",6224
"1061","ENSG00000068912","ERLEC1",2592
"1062","ENSG00000068971","PPP2R5B",3376
"1063","ENSG00000068976","PYGM",4981
"1067","ENSG00000069020","MAST4",14675
"1069","ENSG00000069188","SDK2",11607
"1071","ENSG00000069248","NUP133",6080
"1072","ENSG00000069275","NUCKS1",6546
"1073","ENSG00000069329","VPS35",9733
"1074","ENSG00000069345","DNAJA2",5065
"1075","ENSG00000069399","BCL3",3242
"1076","ENSG00000069424","KCNAB2",9534
"1079","ENSG00000069493","CLEC2D",6957
"1080","ENSG00000069509","FUNDC1",1399
"1081","ENSG00000069535","MAOB",2891
"1082","ENSG00000069667","RORA",17040
"1084","ENSG00000069702","TGFBR3",8705
"1087","ENSG00000069849","ATP1B3",2584
"1088","ENSG00000069869","NEDD4",9097
"1089","ENSG00000069943","PIGB",4542
"1090","ENSG00000069956","MAPK6",6388
"1091","ENSG00000069966","GNB5",13302
"1092","ENSG00000069974","RAB27A",5605
"1093","ENSG00000069998","HDHD5",4936
"1094","ENSG00000070010","UFD1",8736
"1095","ENSG00000070018","LRP6",10337
"1096","ENSG00000070019","GUCY2C",4177
"1098","ENSG00000070047","PHRF1",5769
"1099","ENSG00000070061","ELP1",6048
"1100","ENSG00000070081","NUCB2",8995
"1101","ENSG00000070087","PFN2",3440
"1102","ENSG00000070159","PTPN3",9995
"1103","ENSG00000070182","SPTB",14772
"1104","ENSG00000070190","DAPP1",4548
"1106","ENSG00000070214","SLC44A1",12172
"1107","ENSG00000070269","TMEM260",8077
"1108","ENSG00000070366","SMG6",10554
"1109","ENSG00000070367","EXOC5",12575
"1110","ENSG00000070371","CLTCL1",10049
"1111","ENSG00000070388","FGF22",2778
"1112","ENSG00000070404","FSTL3",3067
"1113","ENSG00000070413","DGCR2",5636
"1114","ENSG00000070423","RNF126",3496
"1115","ENSG00000070444","MNT",8728
"1116","ENSG00000070476","ZXDC",7357
"1117","ENSG00000070495","JMJD6",5969
"1118","ENSG00000070501","POLB",4106
"1119","ENSG00000070526","ST6GALNAC1",3448
"1120","ENSG00000070540","WIPI1",3402
"1122","ENSG00000070610","GBA2",4803
"1123","ENSG00000070614","NDST1",9529
"1124","ENSG00000070669","ASNS",4455
"1125","ENSG00000070718","AP3M2",6276
"1127","ENSG00000070731","ST6GALNAC2",7558
"1129","ENSG00000070756","PABPC1",4752
"1130","ENSG00000070759","TESK2",3322
"1131","ENSG00000070761","CFAP20",2375
"1132","ENSG00000070770","CSNK2A2",6905
"1133","ENSG00000070778","PTPN21",7396
"1134","ENSG00000070785","EIF2B3",3411
"1136","ENSG00000070814","TCOF1",11278
"1137","ENSG00000070831","CDC42",3598
"1138","ENSG00000070882","OSBPL3",8100
"1140","ENSG00000070915","SLC12A3",6180
"1141","ENSG00000070950","RAD18",6983
"1142","ENSG00000070961","ATP2B1",9493
"1143","ENSG00000070985","TRPM5",3962
"1144","ENSG00000071051","NCK2",2990
"1145","ENSG00000071054","MAP4K4",11961
"1146","ENSG00000071073","MGAT4A",9630
"1147","ENSG00000071082","RPL31",5791
"1148","ENSG00000071127","WDR1",7827
"1149","ENSG00000071189","SNX13",16418
"1151","ENSG00000071205","ARHGAP10",10759
"1152","ENSG00000071242","RPS6KA2",8243
"1153","ENSG00000071243","ING3",5214
"1154","ENSG00000071246","VASH1",6502
"1155","ENSG00000071282","LMCD1",9130
"1156","ENSG00000071462","BUD23",7944
"1157","ENSG00000071537","SEL1L",9559
"1158","ENSG00000071539","TRIP13",3560
"1159","ENSG00000071553","ATP6AP1",4884
"1160","ENSG00000071564","TCF3",6080
"1161","ENSG00000071575","TRIB2",4588
"1162","ENSG00000071626","DAZAP1",9201
"1163","ENSG00000071655","MBD3",7845
"1165","ENSG00000071794","HLTF",6024
"1166","ENSG00000071859","FAM50A",2567
"1167","ENSG00000071889","FAM3A",5098
"1168","ENSG00000071894","CPSF1",6072
"1169","ENSG00000071909","MYO3B",8236
"1170","ENSG00000071967","CYBRD1",5176
"1172","ENSG00000071994","PDCD2",6476
"1174","ENSG00000072042","RDH11",5518
"1175","ENSG00000072062","PRKACA",6144
"1176","ENSG00000072071","ADGRL1",8487
"1178","ENSG00000072110","ACTN1",10626
"1179","ENSG00000072121","ZFYVE26",15706
"1180","ENSG00000072133","RPS6KA6",8502
"1181","ENSG00000072134","EPN2",8517
"1182","ENSG00000072135","PTPN18",5774
"1183","ENSG00000072163","LIMS2",8489
"1185","ENSG00000072195","SPEG",17910
"1186","ENSG00000072201","LNX1",5725
"1187","ENSG00000072210","ALDH3A2",6457
"1188","ENSG00000072274","TFRC",7887
"1189","ENSG00000072310","SREBF1",8030
"1190","ENSG00000072315","TRPC5",5839
"1191","ENSG00000072364","AFF4",11297
"1192","ENSG00000072401","UBE2D1",3486
"1193","ENSG00000072415","PALS1",8743
"1194","ENSG00000072422","RHOBTB1",4841
"1195","ENSG00000072501","SMC1A",10484
"1196","ENSG00000072506","HSD17B10",1115
"1197","ENSG00000072518","MARK2",6154
"1198","ENSG00000072571","HMMR",3936
"1199","ENSG00000072609","CHFR",17127
"1200","ENSG00000072657","TRHDE",11950
"1201","ENSG00000072682","P4HA2",8502
"1202","ENSG00000072694","FCGR2B",6911
"1203","ENSG00000072736","NFATC3",8806
"1204","ENSG00000072756","TRNT1",5518
"1205","ENSG00000072778","ACADVL",4865
"1206","ENSG00000072786","STK10",9083
"1207","ENSG00000072803","FBXW11",5577
"1208","ENSG00000072818","ACAP1",7421
"1209","ENSG00000072832","CRMP1",5823
"1210","ENSG00000072840","EVC",7148
"1211","ENSG00000072849","DERL2",6386
"1212","ENSG00000072858","SIDT1",8060
"1214","ENSG00000072952","IRAG1",7700
"1215","ENSG00000072954","TMEM38A",3005
"1216","ENSG00000072958","AP1M1",14371
"1217","ENSG00000073008","PVR",3519
"1218","ENSG00000073050","XRCC1",3459
"1219","ENSG00000073060","SCARB1",7741
"1220","ENSG00000073067","CYP2W1",2773
"1221","ENSG00000073111","MCM2",4902
"1222","ENSG00000073146","MOV10L1",6872
"1223","ENSG00000073150","PANX2",3102
"1224","ENSG00000073169","SELENOO",2363
"1225","ENSG00000073282","TP63",7454
"1226","ENSG00000073331","ALPK1",12325
"1227","ENSG00000073350","LLGL2",7909
"1228","ENSG00000073417","PDE8A",7886
"1229","ENSG00000073464","CLCN4",6789
"1230","ENSG00000073536","NLE1",5463
"1231","ENSG00000073578","SDHA",8383
"1232","ENSG00000073584","SMARCE1",11022
"1233","ENSG00000073598","FNDC8",1388
"1234","ENSG00000073605","GSDMB",5905
"1235","ENSG00000073614","KDM5A",12106
"1236","ENSG00000073670","ADAM11",4770
"1237","ENSG00000073711","PPP2R3A",7837
"1238","ENSG00000073712","FERMT2",8510
"1240","ENSG00000073737","DHRS9",3750
"1242","ENSG00000073756","PTGS2",5269
"1243","ENSG00000073792","IGF2BP2",4735
"1244","ENSG00000073803","MAP3K13",12623
"1245","ENSG00000073849","ST6GAL1",9151
"1246","ENSG00000073861","TBX21",2614
"1247","ENSG00000073910","FRY",18452
"1248","ENSG00000073921","PICALM",5833
"1249","ENSG00000073969","NSF",5005
"1251","ENSG00000074054","CLASP1",11052
"1252","ENSG00000074071","MRPS34",1097
"1253","ENSG00000074181","NOTCH3",9394
"1254","ENSG00000074201","CLNS1A",4592
"1256","ENSG00000074219","TEAD2",2980
"1257","ENSG00000074266","EED",7016
"1258","ENSG00000074276","CDHR2",5348
"1260","ENSG00000074319","TSG101",3839
"1261","ENSG00000074356","NCBP3",14718
"1262","ENSG00000074370","ATP2A3",6893
"1264","ENSG00000074416","MGLL",10102
"1265","ENSG00000074527","NTN4",4166
"1266","ENSG00000074582","BCS1L",3379
"1267","ENSG00000074590","NUAK1",7008
"1268","ENSG00000074603","DPP8",10211
"1269","ENSG00000074621","SLC24A1",9084
"1270","ENSG00000074657","ZNF532",11951
"1272","ENSG00000074695","LMAN1",6767
"1273","ENSG00000074696","HACD3",7097
"1274","ENSG00000074706","IPCEF1",8474
"1275","ENSG00000074755","ZZEF1",15878
"1277","ENSG00000074800","ENO1",3958
"1278","ENSG00000074803","SLC12A1",12476
"1279","ENSG00000074842","MYDGF",1678
"1280","ENSG00000074855","ANO8",4979
"1281","ENSG00000074935","TUBE1",6973
"1282","ENSG00000074964","ARHGEF10L",7817
"1283","ENSG00000074966","TXK",3472
"1284","ENSG00000075035","WSCD2",6557
"1286","ENSG00000075073","TACR2",2871
"1287","ENSG00000075089","ACTR6",3813
"1288","ENSG00000075131","TIPIN",2755
"1289","ENSG00000075142","SRI",4237
"1290","ENSG00000075151","EIF4G3",8535
"1291","ENSG00000075188","NUP37",3492
"1292","ENSG00000075213","SEMA3A",9371
"1293","ENSG00000075218","GTSE1",4242
"1294","ENSG00000075223","SEMA3C",6268
"1295","ENSG00000075234","TTC38",3578
"1296","ENSG00000075239","ACAT1",5584
"1297","ENSG00000075240","GRAMD4",4885
"1298","ENSG00000075275","CELSR1",12806
"1299","ENSG00000075290","WNT8B",2112
"1300","ENSG00000075292","ZNF638",12474
"1301","ENSG00000075303","SLC25A40",5081
"1302","ENSG00000075336","TIMM21",5208
"1303","ENSG00000075340","ADD2",12673
"1305","ENSG00000075391","RASAL2",16044
"1306","ENSG00000075399","VPS9D1",3428
"1307","ENSG00000075407","ZNF37A",9626
"1308","ENSG00000075413","MARK3",8891
"1309","ENSG00000075415","SLC25A3",8896
"1310","ENSG00000075420","FNDC3B",13270
"1311","ENSG00000075426","FOSL2",7157
"1314","ENSG00000075539","FRYL",18152
"1315","ENSG00000075568","TMEM131",12985
"1316","ENSG00000075618","FSCN1",3692
"1317","ENSG00000075624","ACTB",3256
"1318","ENSG00000075643","MOCOS",6281
"1319","ENSG00000075651","PLD1",12859
"1321","ENSG00000075702","WDR62",9775
"1322","ENSG00000075711","DLG1",11001
"1323","ENSG00000075785","RAB7A",2717
"1324","ENSG00000075790","BCAP29",8409
"1325","ENSG00000075826","SEC31B",7938
"1326","ENSG00000075856","SART3",7271
"1327","ENSG00000075884","ARHGAP15",7743
"1328","ENSG00000075886","TUBA3D",1598
"1330","ENSG00000075914","EXOSC7",4442
"1331","ENSG00000075945","KIFAP3",4978
"1332","ENSG00000075975","MKRN2",2848
"1333","ENSG00000076003","MCM6",4118
"1334","ENSG00000076043","REXO2",3699
"1335","ENSG00000076053","RBM7",7885
"1336","ENSG00000076067","RBMS2",8805
"1337","ENSG00000076108","BAZ2A",10918
"1338","ENSG00000076201","PTPN23",5981
"1339","ENSG00000076242","MLH1",3532
"1340","ENSG00000076248","UNG",2567
"1341","ENSG00000076258","FMO4",2517
"1342","ENSG00000076321","KLHL20",4254
"1344","ENSG00000076351","SLC46A1",7838
"1345","ENSG00000076356","PLXNA2",13781
"1346","ENSG00000076382","SPAG5",5472
"1347","ENSG00000076513","ANKRD13A",7350
"1348","ENSG00000076554","TPD52",8197
"1349","ENSG00000076555","ACACB",14505
"1350","ENSG00000076604","TRAF4",4596
"1351","ENSG00000076641","PAG1",11023
"1352","ENSG00000076650","GPATCH1",4488
"1353","ENSG00000076662","ICAM3",2950
"1354","ENSG00000076685","NT5C2",5156
"1355","ENSG00000076706","MCAM",7422
"1356","ENSG00000076716","GPC4",4960
"1357","ENSG00000076770","MBNL3",12199
"1358","ENSG00000076826","CAMSAP3",4845
"1359","ENSG00000076864","RAP1GAP",5755
"1360","ENSG00000076924","XAB2",4673
"1361","ENSG00000076928","ARHGEF1",8636
"1362","ENSG00000076928","LOC100505585",8636
"1363","ENSG00000076944","STXBP2",6040
